Term Code,Term Name,Term Type,Source Ontology,Description,Business Meaning,Technical Meaning,Schema.org Equivalent,Status,Property Count,Relationships,Parent Entity,Data Type,Required,Constraints,Example,Source Entity,Target Entity,Cardinality
property-Gap-gapId,gapId,Property,Gap Analysis & Diagnosis,Unique gap identifier,Attribute capturing unique gap identifier,Field 'gapId' of type Text(required),,active,,,Gap,Text,Yes,,GAP-MKTPERC-001,,,
property-Gap-dimension,dimension,Property,Gap Analysis & Diagnosis,Which dimension the gap exists in,Attribute capturing which dimension the gap exists in,Field 'dimension' of type Text(required),,active,,,Gap,Text,Yes,"enum: ['Market Perception & Visibility', 'AI Maturity & Execution', 'Competitive Position', 'Organizational Readiness', 'Growth Trajectory']",,,,
property-Gap-gapName,gapName,Property,Gap Analysis & Diagnosis,Short name for the gap,Attribute capturing short name for the gap,Field 'gapName' of type Text(required),,active,,,Gap,Text,Yes,,Weak LinkedIn AI Narrative,,,
property-Gap-gapDescription,gapDescription,Property,Gap Analysis & Diagnosis,Detailed description of what's missing or inadequate,Attribute capturing detailed description of what's missing or inadequate,Field 'gapDescription' of type Text(required),,active,,,Gap,Text,Yes,,,,,
property-Gap-currentState,currentState,Property,Gap Analysis & Diagnosis,What exists today,Attribute capturing what exists today,Field 'currentState' of type Text(required),,active,,,Gap,Text,Yes,,"2 AI posts per month, minimal engagement",,,
property-Gap-desiredState,desiredState,Property,Gap Analysis & Diagnosis,What should exist,Attribute capturing what should exist,Field 'desiredState' of type Text(required),,active,,,Gap,Text,Yes,,8-10 thought leadership posts per month with 500+ engagement,,,
property-Gap-gapMagnitude,gapMagnitude,Property,Gap Analysis & Diagnosis,"Size of gap (0=no gap, 100=maximum gap)","Attribute capturing size of gap (0=no gap, 100=maximum gap)",Field 'gapMagnitude' of type Number(required),,active,,,Gap,Number,Yes,"minimum: 0, maximum: 100",,,,
property-Gap-severity,severity,Property,Gap Analysis & Diagnosis,Severity/priority of this gap,Attribute capturing severity/priority of this gap,Field 'severity' of type Text(required),,active,,,Gap,Text,Yes,"enum: ['Critical', 'High', 'Medium', 'Low']",,,,
property-Gap-impactOnScore,impactOnScore,Property,Gap Analysis & Diagnosis,Point impact on overall visibility score if closed,Attribute capturing point impact on overall visibility score if closed,Field 'impactOnScore' of type Number(required),,active,,,Gap,Number,Yes,,8,,,
property-Gap-relatedIndicators,relatedIndicators,Property,Gap Analysis & Diagnosis,DimensionalIndicators affected by this gap,Attribute capturing dimensionalindicators affected by this gap,Field 'relatedIndicators' of type ItemList(required),,active,,,Gap,ItemList,Yes,,,,,
entity-ImprovementOpportunity,ImprovementOpportunity,Entity,Gap Analysis & Diagnosis,Specific opportunity to improve AI visibility,Business concept representing ImprovementOpportunity within the Gap Analysis & Diagnosis domain,JSON-LD entity of type ImprovementOpportunity with 13 defined properties,schema:Thing,active,13,0,,,,,,,,
property-ImprovementOpportunity-opportunityId,opportunityId,Property,Gap Analysis & Diagnosis,Unique opportunity identifier,Attribute capturing unique opportunity identifier,Field 'opportunityId' of type Text(required),,active,,,ImprovementOpportunity,Text,Yes,,OPP-001,,,
property-ImprovementOpportunity-addressesGaps,addressesGaps,Property,Gap Analysis & Diagnosis,List of Gap IDs this opportunity addresses,Attribute capturing list of gap ids this opportunity addresses,Field 'addressesGaps' of type ItemList(required),,active,,,ImprovementOpportunity,ItemList,Yes,,,,,
property-ImprovementOpportunity-opportunityName,opportunityName,Property,Gap Analysis & Diagnosis,Short name for opportunity,Attribute capturing short name for opportunity,Field 'opportunityName' of type Text(required),,active,,,ImprovementOpportunity,Text,Yes,,Launch Thought Leadership Campaign,,,
property-ImprovementOpportunity-opportunityDescription,opportunityDescription,Property,Gap Analysis & Diagnosis,Detailed description of the improvement opportunity,Attribute capturing detailed description of the improvement opportunity,Field 'opportunityDescription' of type Text(required),,active,,,ImprovementOpportunity,Text,Yes,,,,,
property-ImprovementOpportunity-category,category,Property,Gap Analysis & Diagnosis,Category of opportunity,Attribute capturing category of opportunity,Field 'category' of type Text(required),,active,,,ImprovementOpportunity,Text,Yes,"enum: ['Content & Messaging', 'Market Visibility', 'Capability Building', 'Strategic Positioning', 'Organizational Change', 'Technology & Infrastructure']",,,,
property-ImprovementOpportunity-impactScore,impactScore,Property,Gap Analysis & Diagnosis,Potential impact on visibility score (1-10 scale),Attribute capturing potential impact on visibility score (1-10 scale),Field 'impactScore' of type Number(required),,active,,,ImprovementOpportunity,Number,Yes,"minimum: 0, maximum: 10",,,,
property-ImprovementOpportunity-feasibility,feasibility,Property,Gap Analysis & Diagnosis,"How easy to implement (1=hard, 10=easy)","Attribute capturing how easy to implement (1=hard, 10=easy)",Field 'feasibility' of type Number(required),,active,,,ImprovementOpportunity,Number,Yes,"minimum: 0, maximum: 10",,,,
property-ImprovementOpportunity-priorityScore,priorityScore,Property,Gap Analysis & Diagnosis,Combined priority score (impact * feasibility),Attribute capturing combined priority score (impact * feasibility),Field 'priorityScore' of type Number(required),,active,,,ImprovementOpportunity,Number,Yes,"minimum: 0, maximum: 100",,,,
property-ImprovementOpportunity-timeToValue,timeToValue,Property,Gap Analysis & Diagnosis,Expected time to see results,Attribute capturing expected time to see results,Field 'timeToValue' of type Text(required),,active,,,ImprovementOpportunity,Text,Yes,"enum: ['Quick Win (<30 days)', 'Short Term (30-90 days)', 'Medium Term (90-180 days)', 'Long Term (180+ days)']",,,,
property-ImprovementOpportunity-estimatedEffort,estimatedEffort,Property,Gap Analysis & Diagnosis,Effort required to implement,Attribute capturing effort required to implement,Field 'estimatedEffort' of type Text(required),,active,,,ImprovementOpportunity,Text,Yes,"enum: ['Low', 'Medium', 'High', 'Very High']",,,,
property-ImprovementOpportunity-estimatedInvestment,estimatedInvestment,Property,Gap Analysis & Diagnosis,Estimated financial investment,Attribute capturing estimated financial investment,Field 'estimatedInvestment' of type Text(optional),,active,,,ImprovementOpportunity,Text,No,"enum: ['<£5K', '£5K-£25K', '£25K-£100K', '£100K+']",,,,
property-ImprovementOpportunity-prerequisites,prerequisites,Property,Gap Analysis & Diagnosis,What must be in place before this can be executed,Attribute capturing what must be in place before this can be executed,Field 'prerequisites' of type ItemList(optional),,active,,,ImprovementOpportunity,ItemList,No,,,,,
property-ImprovementOpportunity-risks,risks,Property,Gap Analysis & Diagnosis,Potential risks or challenges,Attribute capturing potential risks or challenges,Field 'risks' of type ItemList(optional),,active,,,ImprovementOpportunity,ItemList,No,,,,,
entity-DiagnosticFinding,DiagnosticFinding,Entity,Gap Analysis & Diagnosis,Specific finding from diagnostic analysis,Business concept representing DiagnosticFinding within the Gap Analysis & Diagnosis domain,JSON-LD entity of type DiagnosticFinding with 6 defined properties,schema:Thing,active,6,0,,,,,,,,
property-DiagnosticFinding-findingId,findingId,Property,Gap Analysis & Diagnosis,Unique finding identifier,Attribute capturing unique finding identifier,Field 'findingId' of type Text(required),,active,,,DiagnosticFinding,Text,Yes,,,,,
property-DiagnosticFinding-findingType,findingType,Property,Gap Analysis & Diagnosis,Type of diagnostic finding,Attribute capturing type of diagnostic finding,Field 'findingType' of type Text(required),,active,,,DiagnosticFinding,Text,Yes,"enum: ['Strength', 'Weakness', 'Threat', 'Opportunity', 'Trend', 'Anomaly']",,,,
property-DiagnosticFinding-finding,finding,Property,Gap Analysis & Diagnosis,The actual finding or observation,Attribute capturing the actual finding or observation,Field 'finding' of type Text(required),,active,,,DiagnosticFinding,Text,Yes,,,,,
property-DiagnosticFinding-evidence,evidence,Property,Gap Analysis & Diagnosis,Evidence supporting this finding,Attribute capturing evidence supporting this finding,Field 'evidence' of type ItemList(required),,active,,,DiagnosticFinding,ItemList,Yes,,,,,
property-DiagnosticFinding-implications,implications,Property,Gap Analysis & Diagnosis,What this finding means for AI visibility,Attribute capturing what this finding means for ai visibility,Field 'implications' of type ItemList(required),,active,,,DiagnosticFinding,ItemList,Yes,,,,,
property-DiagnosticFinding-confidence,confidence,Property,Gap Analysis & Diagnosis,Confidence in this finding (0-100%),Attribute capturing confidence in this finding (0-100%),Field 'confidence' of type Number(required),,active,,,DiagnosticFinding,Number,Yes,"minimum: 0, maximum: 100",,,,
entity-RootCause,RootCause,Entity,Gap Analysis & Diagnosis,Root cause analysis for identified gaps,Business concept representing RootCause within the Gap Analysis & Diagnosis domain,JSON-LD entity of type RootCause with 6 defined properties,schema:Thing,active,6,0,,,,,,,,
property-RootCause-causeId,causeId,Property,Gap Analysis & Diagnosis,Unique cause identifier,Attribute capturing unique cause identifier,Field 'causeId' of type Text(required),,active,,,RootCause,Text,Yes,,,,,
property-RootCause-affectsGaps,affectsGaps,Property,Gap Analysis & Diagnosis,List of Gap IDs affected by this root cause,Attribute capturing list of gap ids affected by this root cause,Field 'affectsGaps' of type ItemList(required),,active,,,RootCause,ItemList,Yes,,,,,
property-RootCause-causeDescription,causeDescription,Property,Gap Analysis & Diagnosis,Description of the root cause,Attribute capturing description of the root cause,Field 'causeDescription' of type Text(required),,active,,,RootCause,Text,Yes,,,,,
property-RootCause-causeCategory,causeCategory,Property,Gap Analysis & Diagnosis,Category of root cause,Attribute capturing category of root cause,Field 'causeCategory' of type Text(required),,active,,,RootCause,Text,Yes,"enum: ['Lack of Strategy', 'Resource Constraints', 'Skills Gap', 'Organizational Culture', 'Technology Limitations', 'Market Dynamics', 'Leadership Commitment', 'Process Issues']",,,,
property-RootCause-addressabilityScore,addressabilityScore,Property,Gap Analysis & Diagnosis,"How addressable is this cause (1=hard, 10=easy)","Attribute capturing how addressable is this cause (1=hard, 10=easy)",Field 'addressabilityScore' of type Number(required),,active,,,RootCause,Number,Yes,"minimum: 0, maximum: 10",,,,
property-RootCause-recommendedActions,recommendedActions,Property,Gap Analysis & Diagnosis,What should be done to address this cause,Attribute capturing what should be done to address this cause,Field 'recommendedActions' of type ItemList(required),,active,,,RootCause,ItemList,Yes,,,,,
entity-CompetitiveGap,CompetitiveGap,Entity,Gap Analysis & Diagnosis,Gap relative to a specific competitor,Business concept representing CompetitiveGap within the Gap Analysis & Diagnosis domain,JSON-LD entity of type CompetitiveGap with 6 defined properties,schema:Thing,active,6,0,,,,,,,,
property-CompetitiveGap-competitor,competitor,Property,Gap Analysis & Diagnosis,Competitor organization,Attribute capturing competitor organization,Field 'competitor' of type Organization(required),,active,,,CompetitiveGap,Organization,Yes,,,,,
property-CompetitiveGap-gapArea,gapArea,Property,Gap Analysis & Diagnosis,Specific area where competitor is ahead,Attribute capturing specific area where competitor is ahead,Field 'gapArea' of type Text(required),,active,,,CompetitiveGap,Text,Yes,,,,,
property-CompetitiveGap-theirStrength,theirStrength,Property,Gap Analysis & Diagnosis,What they're doing well,Attribute capturing what they're doing well,Field 'theirStrength' of type Text(required),,active,,,CompetitiveGap,Text,Yes,,,,,
property-CompetitiveGap-ourPosition,ourPosition,Property,Gap Analysis & Diagnosis,Where we stand,Attribute capturing where we stand,Field 'ourPosition' of type Text(required),,active,,,CompetitiveGap,Text,Yes,,,,,
property-CompetitiveGap-scoreDelta,scoreDelta,Property,Gap Analysis & Diagnosis,Point gap (negative = they're ahead),Attribute capturing point gap (negative = they're ahead),Field 'scoreDelta' of type Number(required),,active,,,CompetitiveGap,Number,Yes,,,,,
property-CompetitiveGap-closeability,closeability,Property,Gap Analysis & Diagnosis,How difficult to close this gap,Attribute capturing how difficult to close this gap,Field 'closeability' of type Text(required),,active,,,CompetitiveGap,Text,Yes,"enum: ['Easy', 'Moderate', 'Difficult', 'Very Difficult']",,,,
relationship-basedOn,basedOn,Relationship,Gap Analysis & Diagnosis,Gap analysis is based on an assessment,Relationship expressing that  basedOn ,Link from  to  with cardinality 1..1,,active,,,,,,,,,,1..1
relationship-identifiesGap,identifiesGap,Relationship,Gap Analysis & Diagnosis,Analysis identifies multiple gaps,Relationship expressing that  identifiesGap ,Link from  to  with cardinality 1..*,,active,,,,,,,,,,1..*
relationship-addresses,addresses,Relationship,Gap Analysis & Diagnosis,Opportunity addresses one or more gaps,Relationship expressing that  addresses ,Link from  to  with cardinality 1..*,,active,,,,,,,,,,1..*
relationship-causedBy,causedBy,Relationship,Gap Analysis & Diagnosis,Gap has one or more root causes,Relationship expressing that  causedBy ,Link from  to  with cardinality 1..*,,active,,,,,,,,,,1..*
entity-ActionPlan,ActionPlan,Entity,30-Day Action Plan,30-day improvement plan prescribing specific actions for customer to execute,Business concept representing ActionPlan within the 30-Day Action Plan domain,JSON-LD entity of type ActionPlan with 20 defined properties,schema:Thing,active,20,0,,,,,,,,
property-ActionPlan-planId,planId,Property,30-Day Action Plan,Unique plan identifier,Attribute capturing unique plan identifier,Field 'planId' of type Text(required),,active,,,ActionPlan,Text,Yes,,PLAN-2025-001,,,
property-ActionPlan-planName,planName,Property,30-Day Action Plan,Descriptive name for the plan,Attribute capturing descriptive name for the plan,Field 'planName' of type Text(required),,active,,,ActionPlan,Text,Yes,,Market Perception Boost - 30-Day Sprint,,,
property-ActionPlan-organization,organization,Property,30-Day Action Plan,Organization executing this plan,Attribute capturing organization executing this plan,Field 'organization' of type CustomerOrganization(required),,active,,,ActionPlan,CustomerOrganization,Yes,,,,,
property-ActionPlan-baselineAssessment,baselineAssessment,Property,30-Day Action Plan,Initial assessment that triggered this plan,Attribute capturing initial assessment that triggered this plan,Field 'baselineAssessment' of type AIVisibilityAssessment(required),,active,,,ActionPlan,AIVisibilityAssessment,Yes,,,,,
property-ActionPlan-gapAnalysis,gapAnalysis,Property,30-Day Action Plan,Gap analysis informing this plan,Attribute capturing gap analysis informing this plan,Field 'gapAnalysis' of type GapAnalysis(required),,active,,,ActionPlan,GapAnalysis,Yes,,,,,
property-ActionPlan-planCreatedDate,planCreatedDate,Property,30-Day Action Plan,Date plan was created,Attribute capturing date plan was created,Field 'planCreatedDate' of type Date(required),,active,,,ActionPlan,Date,Yes,,,,,
property-ActionPlan-planCreator,planCreator,Property,30-Day Action Plan,BAIV consultant who created the plan,Attribute capturing baiv consultant who created the plan,Field 'planCreator' of type Person(required),,active,,,ActionPlan,Person,Yes,,,,,
property-ActionPlan-startDate,startDate,Property,30-Day Action Plan,Day 1 of plan execution,Attribute capturing day 1 of plan execution,Field 'startDate' of type Date(required),,active,,,ActionPlan,Date,Yes,,,,,
property-ActionPlan-endDate,endDate,Property,30-Day Action Plan,Day 30 of plan execution,Attribute capturing day 30 of plan execution,Field 'endDate' of type Date(required),,active,,,ActionPlan,Date,Yes,,,,,
property-ActionPlan-primaryObjective,primaryObjective,Property,30-Day Action Plan,Main goal for this 30-day sprint,Attribute capturing main goal for this 30-day sprint,Field 'primaryObjective' of type Text(required),,active,,,ActionPlan,Text,Yes,,Improve Market Perception & Visibility score from 42 to 60,,,
property-ActionPlan-targetDimensions,targetDimensions,Property,30-Day Action Plan,Which visibility dimensions this plan targets,Attribute capturing which visibility dimensions this plan targets,Field 'targetDimensions' of type ItemList(required),,active,,,ActionPlan,ItemList,Yes,,"Market Perception & Visibility, Competitive Position",,,
property-ActionPlan-targetScoreImprovement,targetScoreImprovement,Property,30-Day Action Plan,Expected point improvement in overall score,Attribute capturing expected point improvement in overall score,Field 'targetScoreImprovement' of type Number(required),,active,,,ActionPlan,Number,Yes,,15,,,
property-ActionPlan-actions,actions,Property,30-Day Action Plan,List of PrescribedAction entities to execute,Attribute capturing list of prescribedaction entities to execute,Field 'actions' of type ItemList(required),,active,,,ActionPlan,ItemList,Yes,,,,,
property-ActionPlan-weeklyStructure,weeklyStructure,Property,30-Day Action Plan,List of 4 ActionWeek entities (Week 1-4),Attribute capturing list of 4 actionweek entities (week 1-4),Field 'weeklyStructure' of type ItemList(required),,active,,,ActionPlan,ItemList,Yes,,,,,
property-ActionPlan-deliverables,deliverables,Property,30-Day Action Plan,Expected deliverables from this plan,Attribute capturing expected deliverables from this plan,Field 'deliverables' of type ItemList(required),,active,,,ActionPlan,ItemList,Yes,,,,,
property-ActionPlan-successCriteria,successCriteria,Property,30-Day Action Plan,How success is measured,Attribute capturing how success is measured,Field 'successCriteria' of type ItemList(required),,active,,,ActionPlan,ItemList,Yes,,"Publish 2 AI case studies, Increase LinkedIn AI engagement by 50%, Score 60+ on re-assessment",,,
property-ActionPlan-resourceRequirements,resourceRequirements,Property,30-Day Action Plan,Resources needed to execute,Attribute capturing resources needed to execute,Field 'resourceRequirements' of type ItemList(required),,active,,,ActionPlan,ItemList,Yes,,"1 marketing person 20% time, £5K content budget, Executive sponsor support",,,
property-ActionPlan-risks,risks,Property,30-Day Action Plan,Potential risks to plan execution,Attribute capturing potential risks to plan execution,Field 'risks' of type ItemList(optional),,active,,,ActionPlan,ItemList,No,,,,,
property-ActionPlan-contingencies,contingencies,Property,30-Day Action Plan,Contingency plans if things go wrong,Attribute capturing contingency plans if things go wrong,Field 'contingencies' of type ItemList(optional),,active,,,ActionPlan,ItemList,No,,,,,
property-ActionPlan-status,status,Property,30-Day Action Plan,Current plan status,Attribute capturing current plan status,Field 'status' of type Text(required),,active,,,ActionPlan,Text,Yes,"enum: ['Draft', 'Active', 'Completed', 'On Hold', 'Cancelled']",,,,
entity-PrescribedAction,PrescribedAction,Entity,30-Day Action Plan,Specific action customer must execute as part of the plan,Business concept representing PrescribedAction within the 30-Day Action Plan domain,JSON-LD entity of type PrescribedAction with 17 defined properties,schema:Thing,active,17,0,,,,,,,,
property-PrescribedAction-actionId,actionId,Property,30-Day Action Plan,Unique action identifier,Attribute capturing unique action identifier,Field 'actionId' of type Text(required),,active,,,PrescribedAction,Text,Yes,,ACT-001,,,
property-PrescribedAction-actionName,actionName,Property,30-Day Action Plan,Short action name,Attribute capturing short action name,Field 'actionName' of type Text(required),,active,,,PrescribedAction,Text,Yes,,Publish AI Customer Success Case Study,,,
property-PrescribedAction-actionDescription,actionDescription,Property,30-Day Action Plan,Detailed description of what to do,Attribute capturing detailed description of what to do,Field 'actionDescription' of type Text(required),,active,,,PrescribedAction,Text,Yes,,,,,
property-PrescribedAction-actionType,actionType,Property,30-Day Action Plan,Category of action,Attribute capturing category of action,Field 'actionType' of type Text(required),,active,,,PrescribedAction,Text,Yes,"enum: ['Content Creation', 'Social Media Activity', 'Event/Speaking', 'Internal Communication', 'Process Implementation', 'Technology Setup', 'Relationship Building', 'Documentation', 'Training/Enablement']",,,,
property-PrescribedAction-priority,priority,Property,30-Day Action Plan,Priority level,Attribute capturing priority level,Field 'priority' of type Text(required),,active,,,PrescribedAction,Text,Yes,"enum: ['Critical', 'High', 'Medium', 'Low']",,,,
property-PrescribedAction-scheduledDay,scheduledDay,Property,30-Day Action Plan,Day number when action should be started (1-30),Attribute capturing day number when action should be started (1-30),Field 'scheduledDay' of type Number(required),,active,,,PrescribedAction,Number,Yes,"minimum: 1, maximum: 30",,,,
property-PrescribedAction-week,week,Property,30-Day Action Plan,Week number (1-4),Attribute capturing week number (1-4),Field 'week' of type Number(required),,active,,,PrescribedAction,Number,Yes,"minimum: 1, maximum: 4",,,,
property-PrescribedAction-estimatedEffort,estimatedEffort,Property,30-Day Action Plan,Estimated effort required,Attribute capturing estimated effort required,Field 'estimatedEffort' of type Text(required),,active,,,PrescribedAction,Text,Yes,"enum: ['1-2 hours', 'Half day', '1 day', '2-3 days', '1 week']",,,,
property-PrescribedAction-owner,owner,Property,30-Day Action Plan,Role responsible for execution,Attribute capturing role responsible for execution,Field 'owner' of type Text(required),,active,,,PrescribedAction,Text,Yes,,Marketing Manager,,,
property-PrescribedAction-dependencies,dependencies,Property,30-Day Action Plan,Other actions that must complete first,Attribute capturing other actions that must complete first,Field 'dependencies' of type ItemList(optional),,active,,,PrescribedAction,ItemList,No,,,,,
property-PrescribedAction-deliverables,deliverables,Property,30-Day Action Plan,What this action produces,Attribute capturing what this action produces,Field 'deliverables' of type ItemList(required),,active,,,PrescribedAction,ItemList,Yes,,,,,
property-PrescribedAction-successCriteria,successCriteria,Property,30-Day Action Plan,How to know this action succeeded,Attribute capturing how to know this action succeeded,Field 'successCriteria' of type ItemList(required),,active,,,PrescribedAction,ItemList,Yes,,"Case study published on website, LinkedIn post reached 1000 impressions",,,
property-PrescribedAction-addressesGaps,addressesGaps,Property,30-Day Action Plan,Which Gap IDs this action helps close,Attribute capturing which gap ids this action helps close,Field 'addressesGaps' of type ItemList(required),,active,,,PrescribedAction,ItemList,Yes,,,,,
property-PrescribedAction-impactOnScore,impactOnScore,Property,30-Day Action Plan,Expected point impact on visibility score,Attribute capturing expected point impact on visibility score,Field 'impactOnScore' of type Number(required),,active,,,PrescribedAction,Number,Yes,,3,,,
property-PrescribedAction-guidance,guidance,Property,30-Day Action Plan,Step-by-step guidance or best practices,Attribute capturing step-by-step guidance or best practices,Field 'guidance' of type Text(optional),,active,,,PrescribedAction,Text,No,,,,,
property-PrescribedAction-resources,resources,Property,30-Day Action Plan,"Resources needed (tools, budget, people)","Attribute capturing resources needed (tools, budget, people)",Field 'resources' of type ItemList(optional),,active,,,PrescribedAction,ItemList,No,,,,,
property-PrescribedAction-exampleTemplates,exampleTemplates,Property,30-Day Action Plan,Links to templates or examples,Attribute capturing links to templates or examples,Field 'exampleTemplates' of type ItemList(optional),,active,,,PrescribedAction,ItemList,No,,,,,
entity-ActionWeek,ActionWeek,Entity,30-Day Action Plan,Weekly structure organizing actions into logical phases,Business concept representing ActionWeek within the 30-Day Action Plan domain,JSON-LD entity of type ActionWeek with 7 defined properties,schema:Thing,active,7,0,,,,,,,,
property-ActionWeek-weekNumber,weekNumber,Property,30-Day Action Plan,Week number (1-4),Attribute capturing week number (1-4),Field 'weekNumber' of type Number(required),,active,,,ActionWeek,Number,Yes,"minimum: 1, maximum: 4",,,,
property-ActionWeek-weekTheme,weekTheme,Property,30-Day Action Plan,Theme or focus for this week,Attribute capturing theme or focus for this week,Field 'weekTheme' of type Text(required),,active,,,ActionWeek,Text,Yes,,Quick Wins & Foundation,,,
property-ActionWeek-weekObjective,weekObjective,Property,30-Day Action Plan,Primary objective for this week,Attribute capturing primary objective for this week,Field 'weekObjective' of type Text(required),,active,,,ActionWeek,Text,Yes,,,,,
property-ActionWeek-startDate,startDate,Property,30-Day Action Plan,Monday of this week,Attribute capturing monday of this week,Field 'startDate' of type Date(required),,active,,,ActionWeek,Date,Yes,,,,,
property-ActionWeek-endDate,endDate,Property,30-Day Action Plan,Sunday of this week,Attribute capturing sunday of this week,Field 'endDate' of type Date(required),,active,,,ActionWeek,Date,Yes,,,,,
property-ActionWeek-actionsThisWeek,actionsThisWeek,Property,30-Day Action Plan,PrescribedAction IDs scheduled for this week,Attribute capturing prescribedaction ids scheduled for this week,Field 'actionsThisWeek' of type ItemList(required),,active,,,ActionWeek,ItemList,Yes,,,,,
property-ActionWeek-keyMilestones,keyMilestones,Property,30-Day Action Plan,Major milestones to achieve this week,Attribute capturing major milestones to achieve this week,Field 'keyMilestones' of type ItemList(required),,active,,,ActionWeek,ItemList,Yes,,,,,
entity-Deliverable,Deliverable,Entity,30-Day Action Plan,Tangible output produced by executing actions,Business concept representing Deliverable within the 30-Day Action Plan domain,JSON-LD entity of type Deliverable with 8 defined properties,schema:Thing,active,8,0,,,,,,,,
property-Deliverable-deliverableId,deliverableId,Property,30-Day Action Plan,Unique deliverable identifier,Attribute capturing unique deliverable identifier,Field 'deliverableId' of type Text(required),,active,,,Deliverable,Text,Yes,,DEL-001,,,
property-Deliverable-deliverableName,deliverableName,Property,30-Day Action Plan,Name of deliverable,Attribute capturing name of deliverable,Field 'deliverableName' of type Text(required),,active,,,Deliverable,Text,Yes,,AI Case Study - Financial Services Client,,,
property-Deliverable-deliverableType,deliverableType,Property,30-Day Action Plan,Type of deliverable,Attribute capturing type of deliverable,Field 'deliverableType' of type Text(required),,active,,,Deliverable,Text,Yes,"enum: ['Document', 'Blog Post', 'Case Study', 'Social Media Content', 'Presentation', 'Video', 'Infographic', 'Email Campaign', 'Event', 'Process/Framework', 'Dashboard/Report']",,,,
property-Deliverable-description,description,Property,30-Day Action Plan,What this deliverable is,Attribute capturing what this deliverable is,Field 'description' of type Text(required),,active,,,Deliverable,Text,Yes,,,,,
property-Deliverable-producedByAction,producedByAction,Property,30-Day Action Plan,Which action produces this deliverable,Attribute capturing which action produces this deliverable,Field 'producedByAction' of type PrescribedAction(required),,active,,,Deliverable,PrescribedAction,Yes,,,,,
property-Deliverable-dueDate,dueDate,Property,30-Day Action Plan,When deliverable should be complete,Attribute capturing when deliverable should be complete,Field 'dueDate' of type Date(required),,active,,,Deliverable,Date,Yes,,,,,
property-Deliverable-qualityStandards,qualityStandards,Property,30-Day Action Plan,Quality criteria deliverable must meet,Attribute capturing quality criteria deliverable must meet,Field 'qualityStandards' of type ItemList(optional),,active,,,Deliverable,ItemList,No,,,,,
property-Deliverable-visibilityImpact,visibilityImpact,Property,30-Day Action Plan,How this deliverable improves AI visibility,Attribute capturing how this deliverable improves ai visibility,Field 'visibilityImpact' of type Text(required),,active,,,Deliverable,Text,Yes,,"Demonstrates AI expertise, provides shareable success story",,,
relationship-basedOn,basedOn,Relationship,30-Day Action Plan,Plan is based on baseline assessment,Relationship expressing that  basedOn ,Link from  to  with cardinality 1..1,,active,,,,,,,,,,1..1
relationship-addresses,addresses,Relationship,30-Day Action Plan,Plan addresses findings from gap analysis,Relationship expressing that  addresses ,Link from  to  with cardinality 1..1,,active,,,,,,,,,,1..1
relationship-contains,contains,Relationship,30-Day Action Plan,Plan contains 5-15 prescribed actions,Relationship expressing that  contains ,Link from  to  with cardinality 5..15,,active,,,,,,,,,,5..15
relationship-organizedInto,organizedInto,Relationship,30-Day Action Plan,Plan organized into 4 weeks,Relationship expressing that  organizedInto ,Link from  to  with cardinality 4..4,,active,,,,,,,,,,4..4
relationship-produces,produces,Relationship,30-Day Action Plan,Action produces one or more deliverables,Relationship expressing that  produces ,Link from  to  with cardinality 1..*,,active,,,,,,,,,,1..*
relationship-scheduledIn,scheduledIn,Relationship,30-Day Action Plan,Action scheduled in specific week,Relationship expressing that  scheduledIn ,Link from  to  with cardinality 1..1,,active,,,,,,,,,,1..1
relationship-dependsOn,dependsOn,Relationship,30-Day Action Plan,Action may depend on other actions completing first,Relationship expressing that  dependsOn ,Link from  to  with cardinality 0..*,,active,,,,,,,,,,0..*
entity-ActionExecution,ActionExecution,Entity,Implementation Tracking,Record of actual execution of a prescribed action,Business concept representing ActionExecution within the Implementation Tracking domain,JSON-LD entity of type ActionExecution with 21 defined properties,schema:Thing,active,21,0,,,,,,,,
property-ActionExecution-executionId,executionId,Property,Implementation Tracking,Unique execution record identifier,Attribute capturing unique execution record identifier,Field 'executionId' of type Text(required),,active,,,ActionExecution,Text,Yes,,EXEC-001,,,
property-ActionExecution-prescribedAction,prescribedAction,Property,Implementation Tracking,The action from the plan being tracked,Attribute capturing the action from the plan being tracked,Field 'prescribedAction' of type PrescribedAction(required),,active,,,ActionExecution,PrescribedAction,Yes,,,,,
property-ActionExecution-executionStatus,executionStatus,Property,Implementation Tracking,Current status of execution,Attribute capturing current status of execution,Field 'executionStatus' of type Text(required),,active,,,ActionExecution,Text,Yes,"enum: ['Not Started', 'In Progress', 'Completed', 'Delayed', 'At Risk', 'Blocked', 'Cancelled', 'Skipped']",,,,
property-ActionExecution-plannedStartDate,plannedStartDate,Property,Implementation Tracking,When action was supposed to start (from plan),Attribute capturing when action was supposed to start (from plan),Field 'plannedStartDate' of type Date(required),,active,,,ActionExecution,Date,Yes,,,,,
property-ActionExecution-actualStartDate,actualStartDate,Property,Implementation Tracking,When action actually started,Attribute capturing when action actually started,Field 'actualStartDate' of type Date(optional),,active,,,ActionExecution,Date,No,,,,,
property-ActionExecution-plannedCompletionDate,plannedCompletionDate,Property,Implementation Tracking,When action was supposed to complete (from plan),Attribute capturing when action was supposed to complete (from plan),Field 'plannedCompletionDate' of type Date(required),,active,,,ActionExecution,Date,Yes,,,,,
